"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.788830588E1,1.084793720E-2,-4.322947031E-3,2.932554066E-2,3.156505897E-2
3.789828688E1,2.701274303E-2,-8.422196950E-3,8.216390491E-2,8.689953370E-2
3.790826888E1,1.723256965E-3,-3.225005755E-2,-3.294672132E-2,4.613591087E-2
3.791824988E1,2.249792510E-2,-5.506517583E-2,4.174911976E-2,7.267268554E-2
3.792823087E1,4.177895426E-2,-7.702066661E-3,-5.551931262E-3,4.284421537E-2
3.793821288E1,1.382753098E-2,-1.437101711E-2,-6.301544309E-3,2.091497565E-2
3.794819387E1,-1.327155898E-2,-5.082687638E-3,-3.669069350E-2,3.934685478E-2
3.795817488E1,1.881491243E-2,-1.223889844E-2,1.944199204E-2,2.969482479E-2
3.796815687E1,3.225689376E-2,-4.582097456E-3,-6.214069963E-2,7.016387505E-2
3.797813788E1,9.682587124E-3,-2.478063698E-3,-1.377340883E-1,1.380962432E-1
3.798811888E1,-8.660355642E-3,1.796878606E-2,-1.176740456E-1,1.193526708E-1
3.799809987E1,-3.227736416E-3,2.576813120E-2,-2.113183737E-3,2.605533369E-2
3.800808188E1,-2.135254920E-2,2.183953776E-2,-3.070548356E-2,4.330962349E-2
3.801806287E1,-4.645091783E-3,-2.436749465E-3,-1.042049843E-1,1.043369224E-1
3.802804388E1,-1.262221883E-2,1.017982429E-2,-6.528650165E-2,6.727017562E-2
3.803802587E1,-5.061061619E-2,1.803795679E-2,-1.616842836E-1,1.703778446E-1
3.804800688E1,-3.310323026E-2,1.412453413E-2,-2.113183737E-3,3.605262631E-2
3.805798788E1,-2.101920309E-2,5.994177195E-3,8.365026712E-3,2.340322052E-2
3.806796988E1,-2.936330317E-2,1.529577711E-2,-1.663415909E-2,3.705212030E-2
3.807795088E1,-3.329364393E-2,2.247743701E-2,1.614767075E-2,4.329490930E-2
3.808793187E1,-2.761572801E-2,3.795301599E-2,-2.561372817E-2,5.347076703E-2
3.809791288E1,-1.416604936E-2,9.755266188E-3,1.046183825E-2,2.013187106E-2
3.810789487E1,6.763605108E-3,-1.673652191E-2,1.435339415E-1,1.446646117E-1
3.811787588E1,-1.667476069E-2,-1.238635791E-2,3.964996934E-2,4.476147423E-2
3.812785688E1,1.289752105E-2,2.801837733E-2,4.773432970E-2,5.683257648E-2
3.813783888E1,1.151885495E-2,2.506906916E-3,-5.749742568E-2,5.869346268E-2
3.814781988E1,2.127714981E-3,-4.146745755E-2,-3.953419447E-2,5.733262369E-2
3.815780087E1,4.182975195E-2,-2.012641320E-2,1.908385009E-1,1.964029889E-1
3.816778288E1,2.849611084E-2,1.717600869E-2,-9.593526721E-3,3.462772534E-2
3.817776387E1,-1.546355565E-2,-1.580769170E-2,-8.069800794E-2,8.367301331E-2
3.818774488E1,2.865480564E-3,-4.282377404E-2,3.411207139E-2,5.482444726E-2
3.819772687E1,1.825951944E-2,-4.141867898E-2,-2.726088881E-2,5.284007076E-2
3.820770788E1,1.214845961E-2,-2.094350221E-2,7.138631701E-2,7.538051215E-2
3.821768888E1,-1.262356529E-2,-7.272506445E-3,7.620676160E-3,1.644136417E-2
3.822766987E1,-7.419070560E-3,-1.858812040E-2,6.854515493E-2,7.140727619E-2
3.823765188E1,-2.995926920E-2,-9.318666472E-3,-5.285356700E-2,6.146458249E-2
3.824763287E1,1.046670217E-2,-3.044334100E-2,-1.107854408E-1,1.153679451E-1
3.825761388E1,1.555787284E-2,7.501868047E-3,2.932261705E-2,3.403147517E-2
3.826759588E1,-1.151741941E-2,-1.565588336E-2,7.228386462E-2,7.485128401E-2
3.827757687E1,-1.843213450E-2,-2.659269825E-2,-7.680434704E-2,8.334160369E-2
3.828755788E1,1.463686557E-2,-2.593468549E-4,-8.653528333E-2,8.776480134E-2
3.829753987E1,5.352619438E-3,2.645054695E-2,-1.022543532E-1,1.057555422E-1
3.830752088E1,-5.792782300E-3,-2.999836332E-3,1.131471312E-1,1.133350283E-1
3.831750187E1,-7.051131660E-3,-2.090901277E-2,-4.896341443E-2,5.370587701E-2
3.832748388E1,2.378019437E-2,-1.137854462E-2,5.926328480E-2,6.486220662E-2
3.833746488E1,1.174856145E-2,2.277928581E-2,6.914332509E-2,7.374092461E-2
3.834744587E1,-1.315738525E-2,2.390213851E-3,-1.979036915E-1,1.983549874E-1
3.835742688E1,1.556207210E-2,-9.760176935E-3,-1.124361098E-2,2.153736125E-2
3.836740887E1,2.062639582E-3,6.176272281E-3,7.288086534E-2,7.317117843E-2
3.837738988E1,-1.401217737E-2,-2.000456728E-2,-1.092903078E-1,1.119861384E-1
3.838737088E1,-1.650793917E-2,-3.837339882E-2,-1.025537306E-1,1.107352584E-1
3.839735288E1,-1.833629841E-2,-1.323607255E-2,-1.006066078E-1,1.031169384E-1
3.840733388E1,3.192048700E-4,-8.531750017E-3,-3.489267468E-2,3.592201827E-2
3.841731487E1,-1.159926673E-2,-3.115026481E-3,-1.693002820E-2,2.075746212E-2
3.842729688E1,-2.468745840E-2,7.243877929E-4,-9.836069226E-2,1.014141071E-1
3.843727787E1,-1.603338280E-2,1.636235035E-2,3.905472279E-2,4.527766828E-2
3.844725888E1,-3.209603595E-2,1.587113856E-2,-1.642225599E-1,1.680806287E-1
3.845724087E1,1.622839658E-2,-8.314918815E-3,-8.384030163E-2,8.580031998E-2
3.846722188E1,2.545694970E-2,1.675071968E-2,4.144857287E-2,5.144537968E-2
3.847720288E1,-4.763008824E-3,2.235023266E-2,-1.279984742E-1,1.300224156E-1
3.848718387E1,-1.887919982E-2,1.977594572E-2,-1.287451637E-1,1.316162201E-1
3.849716588E1,-1.587509571E-2,2.964443319E-2,-7.276158214E-2,8.015646523E-2
3.850714687E1,2.313462750E-2,2.351268197E-2,-5.270329356E-2,6.217470832E-2
3.851712788E1,2.380175598E-2,2.846642480E-2,-1.338351649E-1,1.388838086E-1
3.852710987E1,3.726262942E-3,4.774589622E-3,-1.209613502E-1,1.211128812E-1
3.853709088E1,-6.672070487E-3,2.302794322E-2,-1.784406495E-1,1.800440726E-1
3.854707188E1,-4.791856039E-3,4.414775725E-3,-3.359125990E-1,3.359757823E-1
3.855705388E1,4.065987028E-3,-1.988227825E-2,-6.529538941E-1,6.532691827E-1
3.856703488E1,3.088714467E-2,-1.787298765E-2,-5.128458363E-1,5.140858986E-1
3.857701587E1,4.007110877E-3,4.582385249E-3,-5.061092591E-1,5.061458657E-1
3.858699767E1,-4.037984347E-2,-5.971770482E-3,-6.560932642E-1,6.573618221E-1
3.859697867E1,-1.200862322E-2,-1.615397021E-2,-3.393513465E-1,3.399477815E-1
3.860695967E1,2.285987917E-2,-2.437648017E-2,-3.017818165E-1,3.036265002E-1
3.861694067E1,2.404789178E-2,-2.038651380E-2,-3.041803443E-1,3.058097332E-1
3.862692267E1,-1.113913768E-2,-3.173258353E-2,-2.537340760E-1,2.559531570E-1
3.863690367E1,-2.387629199E-2,-2.603147975E-2,-2.023885059E-1,2.054478586E-1
3.864688467E1,-3.197760927E-2,-1.242548401E-2,-2.101711500E-1,2.129527469E-1
3.865686667E1,-3.454108800E-2,-5.657245098E-3,-3.269289368E-1,3.287972338E-1
3.866684767E1,-1.702618749E-2,7.400455400E-3,-3.673472303E-1,3.678160483E-1
3.867682867E1,1.742597715E-2,-1.442284263E-2,-4.465337330E-1,4.471063160E-1
3.868681067E1,2.482416904E-2,-5.026862260E-2,-6.255614430E-1,6.280687006E-1
3.869679167E1,1.154595771E-2,-3.205429916E-2,-7.041462672E-1,7.049700368E-1
3.870677267E1,4.151435862E-2,-3.886309857E-2,-5.576004249E-1,5.604926549E-1
3.871675467E1,5.417690611E-2,-2.628028334E-2,-5.480215162E-1,5.513196647E-1
3.872673567E1,2.635205791E-2,-4.001109886E-2,-5.469766188E-1,5.490707973E-1
3.873671667E1,8.699964247E-3,-5.718005891E-2,-6.397842103E-1,6.423932474E-1
3.874669767E1,3.095779491E-3,-3.679097325E-2,-5.511661488E-1,5.524013786E-1
3.875667967E1,-3.053760680E-2,-2.825311563E-2,-5.269154066E-1,5.285552286E-1
3.876666067E1,-1.164984172E-2,-3.465606802E-2,-5.968200392E-1,5.979388940E-1
3.877664167E1,-4.049813823E-3,-2.497863832E-2,-5.579033107E-1,5.584768907E-1
3.878662367E1,-4.997542585E-2,-1.291206828E-2,-6.400824183E-1,6.421602346E-1
3.879660467E1,-7.180178453E-2,-2.047133041E-3,-6.300515199E-1,6.341329551E-1
3.880658567E1,-5.015558404E-2,2.115802650E-2,-6.525030738E-1,6.547698115E-1
3.881656767E1,-1.818098060E-2,1.433442176E-2,-7.053443617E-1,7.057242324E-1
3.882654867E1,6.268351653E-3,1.634150594E-2,-7.761482960E-1,7.763456153E-1
3.883652967E1,5.176467498E-4,2.110573503E-2,-7.641720289E-1,7.644636092E-1
3.884651067E1,3.231133397E-3,3.699472130E-2,-7.715044373E-1,7.723976608E-1
3.885649267E1,4.189154514E-2,6.124651874E-2,-7.277941614E-1,7.315670708E-1
3.886647367E1,3.687272463E-2,3.053680966E-2,-8.532356483E-1,8.545777706E-1
3.887645467E1,2.077949694E-2,-2.381077576E-3,-9.280811781E-1,9.283168264E-1
3.888643667E1,1.931980123E-2,9.802815928E-3,-7.770440894E-1,7.773460406E-1
3.889641767E1,-1.211502427E-2,1.411115406E-2,-8.158111292E-1,8.160230983E-1
3.890639867E1,-2.240445645E-2,-2.388478872E-2,-8.556277442E-1,8.562542143E-1
3.891638067E1,-2.154669503E-2,-3.848945235E-2,-9.646011329E-1,9.656091567E-1
3.892636167E1,-1.082169554E-2,-8.158693090E-4,-9.759780604E-1,9.760383953E-1
3.893634267E1,4.003435525E-4,-7.456766828E-3,-9.220901209E-1,9.221203580E-1
3.894632467E1,-2.796439794E-2,-2.495827813E-2,-9.111610901E-1,9.119317164E-1
3.895630567E1,-1.944455249E-2,-7.773530600E-3,-8.762806946E-1,8.765308746E-1
3.896628667E1,1.813987650E-2,-2.630027351E-3,-8.541279334E-1,8.543245863E-1
3.897626767E1,3.568854240E-2,-1.645589667E-2,-9.824129212E-1,9.831986657E-1
3.898624967E1,5.222689167E-2,-3.842252000E-2,-1.085101138E0,1.087036530E0
3.899623067E1,5.703228424E-2,-3.409745336E-2,-9.743303150E-1,9.765935083E-1
3.900621167E1,5.158012224E-3,-9.546867767E-3,-1.052465488E0,1.052521426E0
3.901619367E1,2.823938495E-3,-4.387998219E-2,-9.580101514E-1,9.590187056E-1
3.902617467E1,2.779470306E-2,-2.957325704E-2,-1.017586847E0,1.018395853E0
3.903615567E1,1.799602701E-2,-1.355876577E-2,-1.087193272E0,1.087426736E0
3.904613767E1,-1.212791898E-2,-1.143961147E-2,-1.105605569E0,1.105731263E0
3.905611867E1,-1.938021256E-2,-2.301272219E-2,-9.972291809E-1,9.976829242E-1
3.906609967E1,-2.046737212E-2,-1.760973961E-2,-9.595070386E-1,9.598868545E-1
3.907608167E1,8.919154321E-3,-9.234914244E-3,-8.562218213E-1,8.563180731E-1
3.908606267E1,1.353081562E-2,-1.639272390E-2,-9.192431116E-1,9.194888268E-1
3.909604367E1,-4.960694962E-3,-7.427553590E-3,-8.217969239E-1,8.218454606E-1
3.910602467E1,-2.578260078E-3,-4.099062625E-3,-8.494881678E-1,8.495019699E-1
3.911600667E1,1.066285684E-2,2.755089244E-4,-9.711845130E-1,9.712430853E-1
3.912598767E1,1.956174576E-2,5.610837392E-3,-9.889968860E-1,9.892062393E-1
3.913596867E1,1.115581138E-2,5.487305825E-3,-8.813706958E-1,8.814583746E-1
3.914595067E1,1.020531678E-2,9.827493005E-3,-9.129550159E-1,9.130649425E-1
3.915593167E1,2.117911074E-2,-2.202938497E-4,-9.654951721E-1,9.657274619E-1
3.916591267E1,3.428738051E-2,-9.246065067E-3,-9.491791016E-1,9.498431876E-1
3.917589467E1,3.430031976E-2,-4.879341577E-3,-9.442399585E-1,9.448753458E-1
3.918587567E1,2.050903124E-2,-4.694898468E-3,-9.964801526E-1,9.967022409E-1
3.919585667E1,5.134546274E-4,-1.291028214E-2,-9.123527527E-1,9.124442363E-1
3.920583867E1,-6.790813504E-3,5.092742108E-4,-7.653566748E-1,7.653869702E-1
3.921581967E1,-5.904118654E-3,9.871479599E-3,-7.478425097E-1,7.479309621E-1
3.922580067E1,5.374093680E-3,-4.394146018E-3,-8.813660181E-1,8.813933555E-1
3.923578167E1,5.398698809E-3,-1.451951812E-2,-7.777820081E-1,7.779362534E-1
3.924576367E1,-1.043460073E-2,9.222612251E-3,-8.357097888E-1,8.358258123E-1
3.925574467E1,-3.246748946E-2,2.838943798E-2,-8.800153112E-1,8.810715329E-1
3.926572567E1,-2.791809530E-2,2.373247789E-3,-8.526211059E-1,8.530813575E-1
3.927570767E1,-9.736227334E-3,-1.538137486E-3,-7.905014563E-1,7.905629085E-1
3.928568867E1,-1.920550643E-2,3.263056967E-3,-8.081647253E-1,8.083994818E-1
3.929566967E1,-1.244455598E-2,1.410037782E-3,-8.731290454E-1,8.732188643E-1
3.930565167E1,1.522277371E-2,-3.841226910E-2,-8.922880322E-1,8.932441814E-1
3.931563267E1,1.571297309E-3,-3.763331034E-2,-8.774670947E-1,8.782751489E-1
3.932561367E1,-1.385030200E-2,-2.007136258E-2,-8.744715661E-1,8.748115285E-1
3.933559567E1,-1.125194726E-3,4.101739554E-3,-8.283674401E-1,8.283783593E-1
3.934557667E1,6.054147130E-3,-1.600108836E-3,-1.010540952E0,1.010560354E0
3.935555767E1,-1.263987583E-2,-3.482610779E-2,-9.247722387E-1,9.255140830E-1
3.936553867E1,6.039051720E-4,-3.792802828E-2,-8.493291235E-1,8.501757819E-1
3.937552067E1,8.020233993E-3,-3.119695117E-2,-8.045698571E-1,8.052143993E-1
3.938550167E1,1.397248425E-3,-3.217267787E-2,-9.666798180E-1,9.672160586E-1
3.939548267E1,9.603187189E-3,-1.988244270E-2,-8.156433141E-1,8.159421233E-1
3.940546467E1,1.475069327E-2,-1.305549866E-2,-7.892986840E-1,7.895444519E-1
3.941544567E1,-7.831541374E-3,1.363389792E-2,-8.238767785E-1,8.240267971E-1
3.942542667E1,-2.425712160E-2,6.073320173E-3,-8.638430822E-1,8.642049316E-1
3.943540867E1,1.169584629E-2,1.369266244E-2,-6.878091466E-1,6.880448416E-1
3.944538967E1,-3.973631284E-4,1.755826584E-2,-8.617474401E-1,8.619263896E-1
3.945537067E1,-2.573422992E-3,-1.596197597E-2,-9.187788427E-1,9.189210896E-1
3.946535267E1,-3.614152574E-3,-9.287297074E-4,-8.418382555E-1,8.418465259E-1
3.947533367E1,5.818322184E-5,-5.155389542E-3,-7.957335448E-1,7.957502471E-1
3.948531467E1,-1.316739575E-3,-1.282495391E-2,-9.160832763E-1,9.161739913E-1
3.949529567E1,9.802046197E-3,-9.171823701E-3,-8.225284106E-1,8.226379450E-1
3.950527767E1,9.340114447E-3,9.782592785E-3,-8.651902807E-1,8.652959948E-1
3.951525867E1,9.304810170E-3,-8.342926065E-3,-8.743224621E-1,8.744117746E-1
3.952523967E1,5.598311559E-3,-5.654506956E-2,-8.979732800E-1,8.997692468E-1
3.953522167E1,3.392788182E-2,-3.382438838E-2,-8.243246752E-1,8.257156657E-1
3.954520267E1,3.314920628E-2,2.376281032E-3,-8.907841283E-1,8.914038814E-1
3.955518367E1,2.041271550E-3,-2.427720998E-2,-9.065014440E-1,9.068287698E-1
3.956516567E1,-1.849042051E-4,-2.472878862E-2,-8.021695751E-1,8.025506678E-1
3.957514667E1,-8.522805604E-3,2.812069447E-2,-8.243235058E-1,8.248470487E-1
3.958512754E1,-1.184470132E-2,2.679486573E-3,-8.894380993E-1,8.895209998E-1
3.959510954E1,-1.097780820E-2,-1.524105996E-2,-9.927227318E-1,9.929004101E-1
3.960509054E1,6.310238045E-3,-6.346357735E-3,-8.560551757E-1,8.561019560E-1
3.961507154E1,1.188647123E-2,1.148371227E-2,-8.006680101E-1,8.008385769E-1
3.962505354E1,1.458718422E-3,6.142198546E-3,-8.282095653E-1,8.282336255E-1
3.963503454E1,4.537845340E-3,-9.464083984E-3,-8.388386339E-1,8.389042941E-1
3.964501554E1,4.542555660E-3,-6.860784804E-3,-8.633881688E-1,8.634273769E-1
3.965499654E1,-7.260308376E-3,-6.063727085E-3,-8.175822508E-1,8.176369719E-1
3.966497854E1,-2.834696458E-3,3.051451715E-3,-9.680182457E-1,9.680272056E-1
3.967495954E1,2.290803647E-2,-1.808914734E-2,-9.006583214E-1,9.011311820E-1
3.968494054E1,1.263829297E-2,-6.294390606E-3,-8.548541576E-1,8.549707460E-1
3.969492254E1,-6.154453716E-3,4.913689401E-3,-1.046607748E0,1.046637377E0
3.970490354E1,4.293066845E-3,-2.368941863E-2,-8.454261070E-1,8.457688345E-1
3.971488454E1,-3.411385240E-3,-2.043680442E-2,-8.027630675E-1,8.030304123E-1
3.972486654E1,-6.794543389E-3,-1.245083260E-2,-8.208713096E-1,8.209938465E-1
3.973484754E1,8.374908164E-3,-2.422629353E-3,-7.846454698E-1,7.846939030E-1
3.974482854E1,8.391770872E-4,5.449467944E-3,-8.575444615E-1,8.575621869E-1
3.975481054E1,-7.910344026E-3,-8.067330346E-3,-7.548603380E-1,7.549448889E-1
3.976479154E1,8.920258668E-3,-1.526947377E-2,-9.099396068E-1,9.101114305E-1
3.977477254E1,1.941243391E-2,-1.376749766E-2,-9.937641209E-1,9.940490504E-1
3.978475454E1,1.321572835E-2,-1.031665371E-2,-8.473667979E-1,8.475326419E-1
3.979473554E1,5.874141966E-4,5.340170693E-3,-9.012529832E-1,9.012689955E-1
3.980471654E1,1.357744602E-2,7.629364757E-3,-9.123287791E-1,9.124617008E-1
3.981469754E1,1.255037917E-2,-1.344941827E-3,-8.204222435E-1,8.205193346E-1
3.982467954E1,5.478694315E-3,-3.198099883E-2,-8.835914683E-1,8.841870183E-1
3.983466054E1,4.526109795E-3,-1.304111816E-2,-8.973599070E-1,8.974660769E-1
3.984464154E1,7.659005115E-3,-2.030050948E-2,-8.049990427E-1,8.052913944E-1
3.985462354E1,-8.905410509E-3,-2.491897845E-2,-8.746042979E-1,8.750045370E-1
3.986460454E1,-1.937036365E-2,-6.282814946E-3,-9.593298680E-1,9.595459761E-1
3.987458554E1,-2.483917537E-2,-1.216504080E-3,-8.855356675E-1,8.858848023E-1
3.988456754E1,-6.989332186E-3,-9.502410656E-3,-9.195167613E-1,9.195924211E-1
3.989454854E1,-1.182209133E-2,-1.411952745E-2,-9.648706895E-1,9.650464084E-1
3.990452954E1,9.746415422E-3,-1.744657489E-2,-8.819402146E-1,8.821666043E-1
3.991451154E1,2.481008548E-2,7.967114551E-3,-8.681659287E-1,8.685569037E-1
3.992449254E1,2.505651592E-2,5.369114410E-4,-8.964565122E-1,8.968067772E-1
3.993447354E1,2.289977728E-2,-3.910362013E-3,-8.087383372E-1,8.090719305E-1
3.994445554E1,1.582682306E-2,1.128688951E-2,-7.557479453E-1,7.559979094E-1
3.995443654E1,1.382532228E-2,6.943157455E-3,-7.831398118E-1,7.832926093E-1
3.996441754E1,5.508147380E-3,4.485801123E-3,-8.916635495E-1,8.916918457E-1
3.997439954E1,2.117111193E-2,-1.320510515E-2,-8.011024582E-1,8.014909478E-1
3.998438054E1,2.138000371E-2,-3.559894525E-3,-8.963050693E-1,8.965670944E-1
3.999436154E1,1.119672019E-2,-2.176217635E-2,-9.488463950E-1,9.491619673E-1
4.000434254E1,-7.851151816E-3,-1.069796526E-2,-8.807356882E-1,8.808356484E-1
4.001432454E1,-2.172435046E-3,3.216416286E-3,-8.199608982E-1,8.199700844E-1
4.002430554E1,1.201077367E-2,-7.588224113E-3,-9.557291526E-1,9.558347414E-1
4.003428654E1,1.776593679E-2,-1.864400242E-2,-9.623183799E-1,9.626629169E-1
4.004426854E1,9.964350971E-3,-3.186710604E-2,-9.195091599E-1,9.201151536E-1
4.005424954E1,9.558372621E-3,-2.390760200E-2,-7.915247190E-1,7.919433797E-1
4.006423054E1,-1.099755983E-3,-1.988130067E-2,-8.783424228E-1,8.785680892E-1
4.007421254E1,4.367495791E-3,-3.592684614E-3,-8.810368198E-1,8.810549701E-1
4.008419354E1,1.021665833E-2,-4.863805342E-3,-7.901775205E-1,7.902585340E-1
4.009417454E1,-2.966670014E-4,8.373861490E-3,-8.180213767E-1,8.180642899E-1
4.010415654E1,-1.412053244E-2,-1.174043245E-2,-9.090315342E-1,9.092170023E-1
4.011413754E1,-9.159448046E-3,-2.233112871E-2,-8.723560435E-1,8.726898884E-1
4.012411854E1,2.716830238E-3,-8.962794878E-3,-8.609761924E-1,8.610271289E-1
4.013410054E1,2.336599480E-3,-2.972514303E-3,-8.130746323E-1,8.130834233E-1
4.014408154E1,2.218675016E-4,6.860209219E-3,-8.674133921E-1,8.674405481E-1
4.015406254E1,7.707441645E-3,-7.456972394E-3,-9.043894297E-1,9.044530124E-1
4.016404454E1,1.868722585E-3,-1.859234593E-2,-9.329811448E-1,9.331682506E-1
4.017402554E1,5.961190105E-3,-2.694455445E-2,-9.516898960E-1,9.520899133E-1
4.018400654E1,2.412017113E-2,-2.280789605E-2,-8.407676303E-1,8.414227184E-1
4.019398754E1,1.559408104E-2,-1.385088444E-2,-8.213080966E-1,8.215728890E-1
4.020396954E1,2.449214484E-3,-1.889922425E-2,-8.826816416E-1,8.828873426E-1
4.021395054E1,4.612163793E-3,1.187660862E-3,-8.970535129E-1,8.970661557E-1
4.022393154E1,7.274526132E-3,1.661595963E-3,-9.127708286E-1,9.128013284E-1
4.023391354E1,8.288580078E-3,-1.123746227E-2,-8.864244443E-1,8.865344193E-1
4.024389454E1,2.615610881E-3,-2.341717592E-2,-8.789382541E-1,8.792540362E-1
4.025387554E1,-1.547383967E-3,-1.627815502E-2,-8.636694199E-1,8.638241948E-1
4.026385754E1,-8.391308348E-3,2.897633398E-3,-8.254987961E-1,8.255465297E-1
4.027383854E1,-3.771094926E-3,-1.231329513E-2,-8.701066196E-1,8.702019121E-1
4.028381954E1,7.795889347E-3,-2.022113353E-2,-8.377744406E-1,8.380547020E-1
4.029380154E1,1.666124814E-2,-2.334528258E-3,-7.924175888E-1,7.925961660E-1
4.030378254E1,5.591302324E-3,-4.197798343E-3,-8.180126059E-1,8.180424852E-1
4.031376354E1,-5.617269900E-3,1.760633178E-3,-8.974973166E-1,8.975166220E-1
4.032374554E1,-7.350130517E-3,4.423263324E-3,-8.656130344E-1,8.656555406E-1
4.033372654E1,6.219020339E-3,-2.482755175E-3,-8.343292612E-1,8.343561328E-1
4.034370754E1,1.727118468E-3,-3.378493795E-3,-8.624695712E-1,8.624779177E-1
4.035368854E1,1.060800493E-2,-8.779009581E-3,-8.837242001E-1,8.838314673E-1
4.036367054E1,1.129449731E-3,1.096362071E-3,-8.169618613E-1,8.169633776E-1
4.037365154E1,3.068478304E-3,-3.605347490E-3,-8.293866098E-1,8.294001221E-1
4.038363254E1,1.183207385E-2,-3.707746854E-3,-8.503447849E-1,8.504351818E-1
4.039361454E1,1.267698166E-2,-1.740418257E-2,-8.702539694E-1,8.705202943E-1
4.040359554E1,6.670774849E-3,-2.676346435E-2,-9.305779392E-1,9.309866181E-1
4.041357654E1,-1.630609289E-3,-2.092780609E-2,-9.700940073E-1,9.703210885E-1
4.042355854E1,-3.090752541E-3,-2.843484527E-2,-9.184502292E-1,9.188954873E-1
4.043353954E1,2.356557186E-2,-1.755549755E-2,-8.925546652E-1,8.930382758E-1
4.044352054E1,2.212378324E-2,-1.201555308E-2,-9.052799606E-1,9.056299699E-1
4.045350254E1,3.937670908E-3,-2.614483807E-2,-7.951096469E-1,7.955491238E-1
4.046348354E1,-5.365213792E-3,-2.109645258E-2,-6.874817026E-1,6.878262406E-1
4.047346454E1,4.205338625E-3,-6.318245418E-3,-5.927275729E-1,5.927761642E-1
4.048344654E1,-3.573078169E-3,-2.925535580E-3,-6.618831772E-1,6.618992868E-1
4.049342754E1,-2.440394553E-3,-3.307906939E-3,-6.910742319E-1,6.910864575E-1
4.050340854E1,-1.117199857E-2,-9.986313432E-4,-6.355414706E-1,6.356404422E-1
4.051339054E1,-1.781054350E-2,4.332019351E-3,-7.046970749E-1,7.049354220E-1
4.052337154E1,-1.032056632E-2,-6.453069421E-3,-7.555900705E-1,7.556881042E-1
4.053335254E1,5.053424151E-3,-1.124077873E-2,-7.231064487E-1,7.232114686E-1
4.054333354E1,1.213504070E-2,-1.437601922E-3,-7.524460226E-1,7.525452431E-1
4.055331554E1,1.821322023E-2,-6.685048565E-3,-7.097859067E-1,7.100510155E-1
4.056329654E1,3.287351692E-2,-1.703534204E-2,-6.355414706E-1,6.366190634E-1
4.057327754E1,2.758423527E-2,-1.295137254E-2,-6.108428317E-1,6.116024797E-1
4.058325975E1,1.383078121E-2,-1.004946336E-2,-6.228173447E-1,6.230519457E-1
4.059324075E1,1.484030870E-2,4.356595930E-3,-5.009695566E-1,5.012082514E-1
4.060322175E1,1.046235901E-2,2.111194770E-2,-3.901999032E-1,3.909106545E-1
4.061320375E1,-9.768806146E-3,1.899355629E-2,-4.572616196E-1,4.577601703E-1
4.062318475E1,-2.893483474E-2,-2.755290242E-3,-4.957339597E-1,4.965853150E-1
4.063316575E1,-8.605506019E-3,-4.843787765E-3,-4.147523618E-1,4.148699056E-1
4.064314775E1,-6.145012518E-3,3.330464400E-3,-3.620601779E-1,3.621276372E-1
4.065312875E1,-9.952304793E-3,-6.740450934E-3,-4.024755478E-1,4.026549995E-1
4.066310975E1,-4.258814096E-3,-1.290878836E-2,-4.009798300E-1,4.012101674E-1
4.067309075E1,2.944166728E-3,-1.291695619E-3,-3.286819321E-1,3.286976560E-1
4.068307275E1,9.396217454E-3,-3.855599184E-4,-3.399085861E-1,3.400386515E-1
4.069305375E1,1.986468635E-2,-1.752894754E-2,-3.506867588E-1,3.516860426E-1
4.070303475E1,2.669861964E-2,-2.266984695E-2,-3.086230588E-1,3.106041382E-1
4.071301675E1,9.499925589E-3,-2.231450982E-2,-2.613190842E-1,2.624420882E-1
4.072299775E1,6.764381977E-4,-1.294327780E-2,-2.708985776E-1,2.712084537E-1
4.073297875E1,2.529514913E-3,-1.290358068E-2,-3.041300583E-1,3.044141803E-1
4.074296075E1,-9.548043492E-3,-1.593984791E-2,-2.872158176E-1,2.878162083E-1
4.075294175E1,-1.265659521E-2,-1.803440278E-2,-3.060765964E-1,3.068685581E-1
4.076292275E1,-2.256714609E-2,-1.321312680E-2,-2.701518881E-1,2.714146375E-1
4.077290475E1,-1.140363054E-2,-1.576126115E-3,-2.649121982E-1,2.651622140E-1
4.078288575E1,1.894650618E-3,-9.343211073E-3,-2.135695517E-1,2.137822226E-1
4.079286675E1,8.280505895E-3,-1.681923260E-2,-2.215030539E-1,2.222949758E-1
4.080284775E1,1.835966215E-2,-7.180453911E-3,-1.923125839E-1,1.933203715E-1
4.081282975E1,2.672331271E-2,2.029806096E-4,-1.842288083E-1,1.861570048E-1
4.082281075E1,3.039820095E-2,6.664994443E-3,-2.264398581E-1,2.285683314E-1
4.083279175E1,2.510553204E-2,7.375495099E-3,-2.457508725E-1,2.471399947E-1
4.084277375E1,1.826670741E-2,5.066776816E-3,-1.884206772E-1,1.893718470E-1
4.085275475E1,1.529192731E-2,3.684906168E-3,-2.244968283E-1,2.250472117E-1
4.086273575E1,8.446094018E-3,-3.518214840E-3,-2.381179172E-1,2.382936357E-1
4.087271775E1,2.903689035E-3,-4.433249272E-3,-1.828816098E-1,1.829583786E-1
4.088269875E1,1.754858482E-4,-5.736913411E-3,-1.747972494E-1,1.748914560E-1
4.089267975E1,-1.758353221E-2,-1.017847669E-2,-1.737500131E-1,1.749338419E-1
