"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.872323875E0,5.907834833E-4,-2.341789312E-2,7.767920744E-1,7.771452076E-1
8.882304875E0,9.731632930E-3,-1.810900046E-2,7.732001299E-1,7.734733877E-1
8.892286875E0,2.942096220E-3,-1.271440499E-2,7.559859270E-1,7.560985609E-1
8.902267875E0,8.522098114E-3,-8.167555276E-3,7.291910613E-1,7.292865959E-1
8.912249875E0,1.156171550E-2,-8.791466891E-3,7.669137883E-1,7.670513163E-1
8.922231875E0,7.906849972E-3,-6.756695230E-3,8.028402507E-1,8.029076157E-1
8.932212875E0,7.099414015E-3,7.620169097E-3,7.941583049E-1,7.942265936E-1
8.942194875E0,6.038892978E-3,2.018765822E-2,7.850272930E-1,7.853100410E-1
8.952175875E0,2.152036201E-2,2.992030756E-2,8.416107988E-1,8.424174069E-1
8.962157875E0,5.215013440E-3,2.461693778E-2,8.354741460E-1,8.358530006E-1
8.972138875E0,-1.439649590E-3,1.739415094E-2,8.209543401E-1,8.211398526E-1
8.982120875E0,3.634953587E-3,2.325383304E-2,8.464020073E-1,8.467291844E-1
8.992102875E0,-3.801940702E-3,2.126560613E-2,8.517913860E-1,8.520652827E-1
9.002083875E0,1.212474983E-4,8.752222024E-3,8.200579619E-1,8.201046744E-1
9.012065875E0,3.886322191E-3,1.854284559E-3,8.182616973E-1,8.182730273E-1
9.022046875E0,1.038488912E-2,7.726688921E-3,7.793420452E-1,7.794495308E-1
9.032028875E0,1.012624004E-2,1.562126602E-2,8.020964849E-1,8.023124926E-1
9.042009875E0,1.165481756E-2,7.843459644E-3,7.991027105E-1,7.992261861E-1
9.051991875E0,-5.182542549E-3,8.283343851E-3,7.991027105E-1,7.991624456E-1
9.061973875E0,-6.155916662E-3,2.177369263E-2,7.381782317E-1,7.385249426E-1
9.071954875E0,-1.856121065E-2,4.662857554E-3,7.402732891E-1,7.405206299E-1
9.081936875E0,-9.670270284E-3,-3.735247040E-3,7.438658184E-1,7.439380498E-1
9.091917875E0,-2.073597687E-3,4.264671304E-3,7.935630584E-1,7.935772268E-1
9.101899875E0,-5.849109145E-3,9.273807365E-3,7.305446917E-1,7.306269651E-1
9.111881875E0,-7.679989996E-3,-4.166159425E-3,7.450650823E-1,7.451163104E-1
9.121862875E0,-7.644319696E-3,1.656196425E-3,7.604830205E-1,7.605232430E-1
9.131844875E0,2.984336072E-3,2.033364218E-2,7.836853570E-1,7.839547831E-1
9.141825875E0,-6.076104452E-3,6.832412104E-3,7.720096368E-1,7.720637798E-1
9.151807875E0,3.628311230E-3,-1.228850385E-2,7.797928655E-1,7.798981248E-1
9.161788875E0,5.433051201E-3,-1.133784708E-2,8.025455511E-1,8.026440222E-1
9.171770875E0,6.009217787E-3,-3.414723692E-3,8.103293645E-1,8.103588403E-1
9.181751875E0,1.126497159E-2,3.493597149E-3,8.209578484E-1,8.210425651E-1
9.191733875E0,9.020665753E-3,8.098827652E-3,8.152696770E-1,8.153598038E-1
9.201715875E0,-1.594631068E-3,7.588009411E-3,8.288919353E-1,8.289282003E-1
9.211696875E0,3.951101803E-4,-1.971964343E-3,8.895158672E-1,8.895181408E-1
9.221678875E0,3.713688859E-3,-2.712596431E-3,8.841276580E-1,8.841396187E-1
9.231659875E0,-9.235757065E-4,5.415079007E-3,8.711047393E-1,8.711220597E-1
9.241641875E0,-2.950980105E-3,8.459276520E-5,8.752966082E-1,8.753015868E-1
9.251622875E0,-8.296275105E-3,-1.410901160E-3,8.648183978E-1,8.648593411E-1
9.261604875E0,-1.069765120E-2,1.022143089E-2,8.806854022E-1,8.808096815E-1
9.271586875E0,-1.209356087E-2,3.655994427E-3,8.865244317E-1,8.866144531E-1
9.281567875E0,-2.259595504E-2,-7.909752452E-3,8.202123284E-1,8.205616400E-1
9.291549875E0,-1.070526971E-2,-4.719109596E-3,8.585326409E-1,8.586123504E-1
9.301530875E0,5.744338918E-3,-1.997445412E-3,8.696090215E-1,8.696302879E-1
9.311512875E0,1.461162547E-2,-1.252973347E-2,7.693181634E-1,7.695589193E-1
9.321493875E0,2.259599387E-2,-2.045419989E-3,8.062918621E-1,8.066110151E-1
9.331475875E0,1.590969364E-2,-2.012264449E-3,8.616778582E-1,8.618270702E-1
9.341456875E0,7.803663175E-3,7.375234715E-3,8.247047442E-1,8.247746398E-1
9.351438875E0,1.331637355E-2,4.423108008E-3,8.598815936E-1,8.599960725E-1
9.361420875E0,8.733190022E-3,-4.194271741E-3,8.953572357E-1,8.954096493E-1
9.371401875E0,1.864015548E-3,-6.831174139E-3,8.938603485E-1,8.938883946E-1
9.381383875E0,3.089700728E-3,4.412313499E-3,8.823349017E-1,8.823513436E-1
9.391364875E0,4.441123028E-4,1.027068454E-2,9.154172784E-1,9.154750012E-1
9.401346875E0,-8.715083068E-3,1.445790308E-2,9.232010919E-1,9.233554244E-1
9.411327875E0,7.848485166E-4,1.424861387E-2,8.760485601E-1,8.761647783E-1
9.421309875E0,-1.366355883E-2,1.024759261E-2,9.097273529E-1,9.098876648E-1
9.431290875E0,-1.447943956E-2,1.711965614E-2,9.236484039E-1,9.239205111E-1
9.441272875E0,-1.498942526E-2,1.980077354E-3,8.511990631E-1,8.513333357E-1
9.451254875E0,-1.668602914E-2,-1.063855207E-2,8.970038116E-1,8.972220686E-1
9.461235875E0,-2.608298778E-2,-8.230915340E-4,9.200552899E-1,9.204253018E-1
9.471217875E0,-1.482243358E-2,3.916254910E-3,8.962541986E-1,8.963853134E-1
9.481198875E0,-1.648087753E-2,6.839506421E-4,9.091274285E-1,9.092770581E-1
9.491180875E0,-2.368995995E-3,-1.142434476E-2,8.986492181E-1,8.987249551E-1
9.501161875E0,-4.932042463E-3,4.089579172E-4,9.197559124E-1,9.197692269E-1
9.511143875E0,-1.112130596E-2,1.130576505E-2,8.528456390E-1,8.529930760E-1
9.521124875E0,6.178339935E-3,1.625393475E-3,9.624160284E-1,9.624372320E-1
9.531106875E0,1.131075803E-2,-1.655770674E-2,8.505973846E-1,8.508337097E-1
9.541087875E0,4.381233607E-3,-2.606825782E-2,9.080772686E-1,9.084619282E-1
9.551073500E0,2.203866286E-2,9.784684991E-3,8.663158697E-1,8.666513883E-1
9.561055500E0,3.262962864E-2,4.692567805E-2,8.242550933E-1,8.262343317E-1
9.571036500E0,2.709378407E-2,2.990183858E-2,9.664570391E-1,9.672990239E-1
9.581018500E0,-2.320098655E-3,1.343660464E-2,8.404167974E-1,8.405274050E-1
9.590999500E0,-7.649793467E-3,2.473247054E-2,9.544784331E-1,9.548294579E-1
9.600981500E0,-2.832050365E-3,8.636616175E-3,8.169162530E-1,8.169668145E-1
9.610962500E0,8.078997368E-3,-1.386754443E-2,9.020903045E-1,9.022330610E-1
9.620944500E0,-1.151958699E-2,3.707582401E-3,8.053925604E-1,8.054834718E-1
9.630925500E0,-1.225920381E-2,1.990570365E-2,9.368204266E-1,9.371120727E-1
9.640907500E0,-8.249750340E-4,5.926495674E-3,9.356223321E-1,9.356414657E-1
9.650888500E0,-4.113667531E-3,8.344081803E-3,9.094256365E-1,9.094732180E-1
9.660870500E0,-1.161250176E-2,-1.102689398E-2,8.697581255E-1,8.699055348E-1
9.670852500E0,-1.808771923E-3,-1.994248630E-2,9.893611676E-1,9.895637899E-1
9.680833500E0,-2.894234704E-3,-1.085302154E-2,8.633232647E-1,8.633963308E-1
9.690815500E0,2.446070064E-2,-4.550517923E-3,9.254440838E-1,9.257784753E-1
9.700796500E0,2.473294563E-3,8.508968716E-3,8.297935760E-1,8.298408875E-1
9.710778500E0,-1.311445846E-2,-1.429595805E-2,1.023341677E0,1.023525550E0
9.720759500E0,-1.396987528E-2,6.779179601E-3,8.035998040E-1,8.037498117E-1
9.730741500E0,1.404273478E-2,3.642130131E-3,9.872678643E-1,9.873744475E-1
9.740722500E0,4.702763373E-3,1.325534552E-2,8.080904657E-1,8.082128562E-1
9.750704500E0,-1.122342666E-2,-7.563076518E-3,9.613705462E-1,9.614658042E-1
9.760685500E0,-1.294512332E-2,1.723966111E-2,7.991085577E-1,7.993993177E-1
9.770667500E0,5.123594165E-3,2.304488188E-4,9.190086383E-1,9.190229494E-1
9.780648500E0,5.509881559E-3,1.522270062E-2,8.202152520E-1,8.203750052E-1
9.790630500E0,5.985417221E-3,2.680397459E-2,8.926651776E-1,8.930875643E-1
9.800611500E0,-4.402547108E-3,1.293339692E-2,8.464107782E-1,8.465210337E-1
9.810593500E0,1.633664088E-2,4.929234772E-3,8.866776288E-1,8.868418126E-1
9.820574500E0,-3.707420232E-4,1.351556032E-2,9.151190704E-1,9.152189469E-1
9.830556500E0,-7.958320316E-3,3.292288478E-3,8.142288727E-1,8.142744200E-1
9.840538500E0,-2.524771759E-2,4.709754051E-3,9.908609784E-1,9.911937790E-1
9.850519500E0,-1.480103186E-2,3.174965009E-3,8.538963836E-1,8.540305527E-1
9.860501500E0,-9.290646660E-3,1.323871294E-2,9.766405499E-1,9.767744588E-1
9.870482500E0,-3.112337218E-2,2.134886043E-2,8.167729962E-1,8.176445227E-1
9.880464500E0,-1.013530894E-2,1.811905950E-4,9.487990326E-1,9.488531823E-1
9.890445500E0,8.983860842E-3,-1.001616164E-2,8.753018707E-1,8.754052765E-1
9.900427500E0,1.078129265E-2,3.199870493E-3,7.835432696E-1,7.836239729E-1
9.910408500E0,1.265994137E-3,-9.112798800E-3,8.727577472E-1,8.728062391E-1
9.920390500E0,1.497287205E-3,-3.552615655E-2,8.414728045E-1,8.422237413E-1
9.930371500E0,-4.467955981E-3,-2.098761671E-2,7.974643207E-1,7.977529601E-1
9.940353500E0,-1.414794583E-2,-8.529803990E-3,7.509105438E-1,7.510922491E-1
9.950334500E0,5.116660303E-3,-2.299922791E-2,8.229114032E-1,8.232486393E-1
9.960316500E0,-1.111136341E-2,-3.032844321E-2,8.167753351E-1,8.174137415E-1
9.970297500E0,-7.920369945E-3,-7.507824898E-4,7.640854901E-1,7.641269084E-1
9.980279500E0,-2.091622700E-3,-9.562180163E-3,8.110883331E-1,8.111473937E-1
9.990260500E0,-2.006585798E-2,-1.702749398E-2,8.726092279E-1,8.730059787E-1
1.000024250E1,-2.025150936E-2,7.636920456E-4,7.865376288E-1,7.867986708E-1
1.001022350E1,1.620040989E-2,-2.270511297E-2,9.155687213E-1,9.159934819E-1
1.002020550E1,8.980000195E-3,-1.824313925E-2,8.061468512E-1,8.064032479E-1
1.003018750E1,6.625604538E-3,-3.415322118E-3,8.866787982E-1,8.867101298E-1
1.004016850E1,1.258860305E-2,-5.418660427E-3,8.802421832E-1,8.803488717E-1
1.005015050E1,1.282084487E-2,-4.310558243E-3,9.187115997E-1,9.188111658E-1
1.006013150E1,2.126038703E-2,3.176990064E-2,8.253046685E-1,8.261895222E-1
1.007011350E1,2.628195528E-2,3.706587461E-2,9.065844744E-1,9.077224408E-1
1.008009450E1,-2.455948489E-3,6.603658064E-3,8.410202301E-1,8.410497413E-1
1.009007650E1,1.019566888E-2,2.070063719E-2,9.221515167E-1,9.224401811E-1
1.010005750E1,1.264959454E-2,-7.964839619E-3,8.535946673E-1,8.537255455E-1
1.011003950E1,3.237365478E-3,2.458877522E-3,7.372877008E-1,7.372989084E-1
1.012002050E1,7.621408204E-3,1.241542040E-2,8.887738556E-1,8.888932415E-1
1.013000250E1,7.983586112E-3,3.602282727E-2,8.709626520E-1,8.717438402E-1
1.013998350E1,-3.026370928E-3,3.540397715E-2,8.019538128E-1,8.027406296E-1
1.014996550E1,5.326711818E-3,3.094972358E-3,8.517984027E-1,8.518206804E-1
1.015994650E1,-1.396873096E-2,1.389266462E-3,8.648207366E-1,8.649346577E-1
1.016992850E1,-3.794904171E-2,-1.483736454E-2,8.070420599E-1,8.080700239E-1
1.017990950E1,-3.001451397E-2,-4.417470926E-3,8.038997662E-1,8.044720127E-1
1.018989150E1,-3.721815575E-2,-8.715498769E-3,7.965644342E-1,7.974810649E-1
1.019987250E1,-6.083561936E-2,4.610575223E-3,7.540510833E-1,7.565152122E-1
1.020985450E1,-3.985200891E-2,1.521883140E-2,7.733615130E-1,7.745371684E-1
1.021983550E1,3.083424107E-4,-8.032973385E-3,7.718646258E-1,7.719064868E-1
1.022981750E1,-1.288309259E-2,-1.613675290E-2,6.654359454E-1,6.657562364E-1
1.023979850E1,3.280369636E-3,-2.846899209E-2,6.784582794E-1,6.790632380E-1
1.024978050E1,3.789869856E-2,4.922578996E-4,7.503094500E-1,7.512661476E-1
1.025976150E1,3.150624832E-2,-2.082579045E-2,7.224661785E-1,7.234526497E-1
1.026974350E1,1.553155580E-2,-1.416313489E-2,5.974755120E-1,5.978451397E-1
1.027972450E1,2.044964089E-2,6.792888581E-3,7.049525982E-1,7.052818563E-1
1.028970650E1,1.140913743E-2,1.491596847E-2,6.251696795E-1,6.254516630E-1
1.029968850E1,1.641820611E-2,-2.877702615E-3,5.917879254E-1,5.920226240E-1
1.030966950E1,3.721804154E-2,-1.283735640E-2,5.655918145E-1,5.669603875E-1
1.031965150E1,2.474771898E-2,1.850509451E-2,5.521204144E-1,5.529844845E-1
1.032963250E1,2.295809583E-3,1.264009510E-2,5.096088177E-1,5.097707228E-1
1.033961450E1,8.284650338E-3,6.461858517E-3,4.798213470E-1,4.799363667E-1
1.034959550E1,1.021726931E-2,3.012764161E-2,4.362619293E-1,4.374203222E-1
1.035957750E1,9.450260801E-3,3.272918662E-2,4.733841473E-1,4.746083206E-1
1.036955850E1,2.467669473E-3,2.762331569E-2,3.434543377E-1,3.445722262E-1
1.037954050E1,1.892149278E-3,2.929579752E-2,3.760876483E-1,3.772316837E-1
1.038952150E1,-1.293431054E-2,3.178529527E-2,3.689025897E-1,3.704952389E-1
1.039950350E1,-4.546420590E-3,2.368183095E-2,3.097749603E-1,3.107121257E-1
1.040948450E1,4.123594950E-3,1.254589097E-2,2.725007147E-1,2.728205324E-1
1.041946650E1,-1.425971216E-2,1.152024823E-2,2.994446844E-1,3.000052908E-1
1.042944750E1,-5.855827162E-3,-1.074707273E-2,2.856750762E-1,2.859371250E-1
1.043942950E1,7.670531668E-3,1.211105912E-2,2.701086187E-1,2.704887811E-1
1.044941050E1,8.503363612E-3,2.123874092E-2,2.097840643E-1,2.110278298E-1
1.045939250E1,-1.015166401E-2,2.804439744E-2,3.013929766E-1,3.028651034E-1
1.046937350E1,-1.883168092E-2,1.640523146E-3,2.795366693E-1,2.801750756E-1
1.047935550E1,-1.264806650E-2,-2.429266399E-2,2.536399359E-1,2.551143355E-1
1.048933650E1,-9.957602690E-3,-5.551187569E-2,2.781888860E-1,2.838481610E-1
1.049931850E1,-1.264859183E-2,-2.806396277E-2,2.674124676E-1,2.691783808E-1
1.050929950E1,-6.990180718E-4,-1.763686064E-2,2.496012640E-1,2.502245761E-1
1.051928150E1,-1.750147476E-2,-1.642788942E-2,2.828309906E-1,2.838477521E-1
1.052926250E1,-5.721634134E-3,-3.522285964E-2,3.488413775E-1,3.506617937E-1
1.053924450E1,-7.731635642E-3,-2.558358303E-2,2.201073235E-1,2.217239991E-1
1.054922550E1,-9.836935345E-3,-3.886038509E-2,2.527412188E-1,2.559004074E-1
1.055920425E1,-1.367123559E-3,-3.260877966E-2,2.979483819E-1,2.997306121E-1
1.056918525E1,-2.294050222E-2,-1.809569348E-2,1.368833184E-1,1.399670091E-1
1.057916725E1,-2.322653614E-2,-1.654683458E-2,1.834365106E-1,1.856400364E-1
1.058914825E1,1.743509630E-2,1.123565328E-3,1.976551849E-1,1.984258478E-1
1.059913025E1,2.489342429E-2,3.017853065E-3,1.491554546E-1,1.512486022E-1
1.060911125E1,1.567193922E-2,-1.618143385E-2,1.263934135E-2,2.583024255E-2
1.061909325E1,4.467778451E-2,-1.639344567E-3,1.073928863E-1,1.163272277E-1
1.062907525E1,2.866920441E-2,1.041196332E-2,-6.219098568E-3,3.112891660E-2
1.063905625E1,1.182717909E-2,1.552546305E-2,5.814705133E-2,6.133515914E-2
1.064903825E1,4.924056788E-3,8.456987883E-3,-1.834388494E-2,2.079098589E-2
1.065901925E1,1.411636173E-2,3.732076753E-3,5.994507015E-2,6.169774307E-2
1.066900125E1,2.417224333E-2,-1.074500337E-2,5.635312557E-2,6.225292930E-2
1.067898225E1,2.177264652E-2,1.114462401E-2,-3.783148527E-4,2.446209114E-2
1.068896425E1,4.035236612E-3,3.769229413E-3,2.896125913E-2,2.948295703E-2
1.069894525E1,1.115534886E-2,3.313502907E-3,1.124863958E-1,1.130867382E-1
1.070892725E1,4.216125139E-3,-3.353739060E-3,1.055995452E-1,1.057368774E-1
1.071890825E1,-1.360771678E-2,8.769453038E-3,3.060549617E-2,3.462325314E-2
1.072889025E1,-1.397447996E-2,-3.553211340E-3,1.307484198E-1,1.315410988E-1
1.073887125E1,-1.362088786E-2,-9.515589732E-3,6.862760067E-2,7.061035765E-2
1.074885325E1,-2.930688667E-2,-7.365669035E-3,9.631942928E-2,1.009483984E-1
1.075883425E1,-8.705166213E-3,1.200855926E-2,9.377472103E-2,9.494042194E-2
1.076881625E1,1.048158173E-2,6.739656078E-3,1.316459674E-1,1.322344405E-1
1.077879725E1,-7.351026442E-3,-1.120851855E-3,2.057752132E-2,2.187986020E-2
1.078877925E1,1.001202177E-2,-1.053371788E-2,-3.821155429E-3,1.502667698E-2
1.079876025E1,1.594171628E-2,2.410816150E-3,6.862993956E-2,7.049836137E-2
1.080874225E1,2.753168799E-2,-4.878345723E-3,2.776667297E-2,3.940533249E-2
1.081872325E1,6.328365555E-3,1.284163218E-2,-8.908817768E-3,1.686187301E-2
1.082870525E1,-4.410289244E-3,1.544691393E-2,2.915421724E-3,1.632658828E-2
1.083868625E1,1.034652704E-2,-9.981279345E-3,2.686444759E-2,3.046924849E-2
1.084866825E1,1.237958108E-2,-2.101937440E-2,-1.195293671E-1,1.219931872E-1
1.085864925E1,9.125555323E-3,2.409518799E-3,-1.773869812E-2,2.009335592E-2
1.086863125E1,8.197425184E-4,2.016688690E-2,1.399706483E-2,2.456202616E-2
1.087861225E1,-1.307167900E-2,5.929149762E-3,-6.811421514E-3,1.588770190E-2
1.088859425E1,2.914847281E-3,-1.016586863E-2,-6.923395693E-2,7.003700459E-2
1.089857525E1,-6.349876343E-3,1.450080246E-2,-1.244702643E-1,1.254728692E-1
1.090855725E1,-5.531904548E-3,5.383490338E-3,-2.282986879E-2,2.409951961E-2
1.091853825E1,-3.007873970E-2,1.762623515E-2,-1.247655487E-1,1.295448065E-1
1.092852025E1,-5.274373071E-2,7.322559524E-3,-1.207233685E-1,1.319456430E-1
1.093850125E1,-2.966152944E-2,1.124861766E-2,-1.145177186E-2,3.372655936E-2
1.094848325E1,-1.728851163E-2,4.313083052E-2,-1.024630988E-1,1.125071010E-1
1.095846425E1,-3.466472007E-2,1.946158479E-2,-2.005097955E-1,2.044127545E-1
1.096844625E1,-3.566906615E-2,3.495245333E-2,-6.114784241E-2,7.894944525E-2
1.097842725E1,-3.291833034E-2,5.365385440E-2,-1.244638324E-1,1.394761562E-1
1.098840925E1,-6.432476258E-3,6.714989964E-2,-7.551562071E-2,1.012575664E-1
1.099839025E1,4.570237201E-2,6.331303895E-2,-9.078620911E-2,1.197471648E-1
1.100837225E1,7.895103578E-3,2.097465690E-2,-7.731714785E-2,8.049975307E-2
1.101835325E1,-3.113040940E-2,-6.505973018E-3,1.594126403E-2,3.557462541E-2
1.102833525E1,2.661930308E-2,1.872698721E-3,-8.454489112E-3,2.799236830E-2
1.103831625E1,2.329434328E-2,2.654127473E-2,-7.236981869E-2,8.052612216E-2
1.104829825E1,-1.327157212E-3,-8.296650834E-5,7.711892724E-3,7.825696077E-3
1.105827925E1,1.977174531E-2,-2.137317206E-2,4.567260146E-3,2.947192328E-2
1.106826125E1,1.048431919E-2,-7.485075574E-4,1.624356508E-2,1.934772904E-2
1.107824225E1,2.915214102E-2,-2.747628105E-2,-2.791343808E-2,4.882574498E-2
1.108822425E1,3.281866958E-2,-4.985075225E-2,-9.736783504E-2,1.142044565E-1
1.109820525E1,1.121099448E-2,-3.999064731E-2,-5.171043634E-2,6.632426024E-2
1.110818725E1,1.435571385E-4,-7.546964698E-3,4.992878973E-2,5.049615163E-2
1.111816825E1,3.824605515E-2,9.544419246E-3,-8.075121760E-2,8.985886610E-2
1.112815025E1,3.970928203E-2,-3.260952427E-2,-1.138341790E-1,1.248936687E-1
1.113813125E1,3.435330787E-2,-2.489577231E-2,-2.940915585E-2,5.162216276E-2
1.114811325E1,2.613863454E-2,-8.368589859E-3,-1.114420831E-2,2.962186508E-2
1.115809425E1,7.991766504E-3,-4.138778010E-3,-9.062716484E-2,9.107294232E-2
1.116807625E1,9.560170754E-3,8.625922166E-4,-2.446533501E-2,2.628104921E-2
1.117805725E1,-2.533532076E-2,1.477337407E-2,4.648477972E-2,5.496331326E-2
1.118803825E1,-4.742460086E-2,-1.777500111E-2,-3.569549739E-2,6.196137479E-2
1.119802025E1,-2.330009000E-2,-3.081969155E-2,4.289166570E-2,5.772731215E-2
1.120800125E1,-1.911969169E-2,6.566336383E-3,5.816108465E-2,6.157427346E-2
1.121798325E1,-1.244667446E-2,-1.706793113E-3,-5.905687809E-3,1.388200260E-2
1.122796425E1,-2.716639233E-2,-2.121183916E-2,-6.054791808E-3,3.499450666E-2
1.123794625E1,6.655024483E-3,-1.780482191E-2,6.175361395E-2,6.461276863E-2
1.124792725E1,-4.113098227E-3,4.456651839E-3,2.388119817E-2,2.463921566E-2
1.125790925E1,-2.875794047E-2,-6.611716258E-3,-6.847557306E-2,7.456298035E-2
1.126789025E1,-4.214464621E-3,-1.748581975E-2,1.340708077E-2,2.243357794E-2
1.127787225E1,-1.293487471E-2,1.849080537E-2,-3.119957328E-2,3.850498980E-2
1.128785325E1,-1.629430795E-2,-4.448209922E-3,-1.528982574E-1,1.538283724E-1
1.129783525E1,2.153796076E-2,-3.588600699E-3,-2.955533624E-2,3.674615230E-2
1.130781625E1,5.075396891E-3,2.457882581E-2,-7.820358574E-2,8.213208359E-2
1.131779825E1,-1.051409659E-2,-5.957476781E-3,-7.446019828E-2,7.543446749E-2
1.132777925E1,8.198877280E-3,-2.771255882E-3,-4.257533133E-2,4.344606180E-2
1.133776125E1,1.649969597E-2,2.493328128E-2,-7.311124563E-2,7.898837079E-2
1.134774225E1,-6.905377818E-3,3.924656171E-2,-1.623011649E-2,4.302782274E-2
1.135772425E1,-1.003725958E-2,2.136898308E-2,-3.553937674E-2,4.266646595E-2
1.136770525E1,-1.216887233E-2,7.121881256E-3,8.021210432E-3,1.622166647E-2
1.137768725E1,-2.638276265E-4,1.933046097E-2,-1.458003223E-2,2.421391472E-2
1.138766825E1,7.858069689E-3,1.548641918E-2,3.856063306E-2,4.229067108E-2
1.139765025E1,-1.041811204E-2,1.943706759E-2,-7.393219471E-3,2.325932822E-2
1.140763125E1,-6.140488921E-3,6.920828400E-3,1.119075215E-1,1.122893443E-1
1.141761325E1,-1.659882340E-3,8.221847587E-3,6.191090405E-2,6.247650780E-2
1.142759425E1,6.774790763E-3,3.897575797E-3,-9.490031004E-3,1.229429036E-2
1.143757625E1,8.765342285E-3,1.388128539E-2,5.727230787E-2,5.957884321E-2
1.144755725E1,1.647667484E-2,5.675261831E-3,6.325985670E-2,6.561630042E-2
1.145753925E1,-2.672395111E-3,2.330616562E-2,2.389055371E-2,3.348249704E-2
1.146752025E1,1.812605104E-2,1.509054897E-2,6.430475414E-2,6.849364788E-2
1.147750225E1,3.517988261E-2,4.425256403E-2,8.338129520E-4,5.653856036E-2
1.148748325E1,3.083731543E-2,1.639440954E-2,2.777544379E-2,4.462277406E-2
1.149746425E1,2.628843747E-2,-4.269202896E-3,6.938832343E-2,7.432393602E-2
1.150744625E1,2.040545787E-2,-9.553258591E-3,4.422833920E-3,2.296103047E-2
1.151742725E1,3.370527421E-2,1.698193594E-2,8.600201726E-2,9.391900037E-2
1.152740925E1,3.828405291E-2,4.716377850E-3,-6.957017183E-3,3.919582906E-2
1.153739025E1,7.023674871E-3,5.091714277E-3,1.968523622E-2,2.151199869E-2
1.154737225E1,5.895894294E-3,-2.239730274E-2,2.851687074E-2,3.673707468E-2
1.155735650E1,3.042278324E-3,-2.274648658E-2,3.690060854E-2,4.345472379E-2
1.156733850E1,5.971832723E-3,-1.266640757E-2,-3.285375059E-2,3.571371717E-2
1.157731950E1,1.986468178E-3,7.100374466E-3,-4.393130064E-2,4.454571303E-2
1.158730150E1,-8.949048211E-3,-7.962966682E-3,-2.103126526E-2,2.420347952E-2
1.159728250E1,2.863090857E-3,-2.981946136E-2,-2.552368104E-2,3.935550609E-2
1.160726450E1,-5.365658614E-3,-2.766474869E-2,-9.887173891E-2,1.028092864E-1
1.161724550E1,-2.609966376E-2,-1.911799691E-2,-3.390624940E-2,4.686495496E-2
1.162722750E1,-2.601706042E-2,-1.403303434E-2,3.165974915E-2,4.331458417E-2
1.163720850E1,-3.430306978E-2,8.764291042E-4,-7.551795959E-2,8.294836313E-2
1.164719050E1,-1.800166980E-2,-1.142005528E-2,-4.483352602E-2,4.964396069E-2
1.165717150E1,1.111326946E-2,4.033784858E-2,3.180592954E-2,5.255724441E-2
1.166715350E1,-1.999618018E-2,3.384609617E-2,-7.073142886E-2,8.092181706E-2
1.167713450E1,-1.941416295E-2,2.124686306E-3,8.689079404E-2,8.905859927E-2
1.168711550E1,4.177634015E-3,4.336756053E-2,1.339304745E-2,4.558038671E-2
1.169709750E1,9.155934578E-3,4.714028000E-2,2.491674006E-2,5.410065685E-2
1.170707850E1,-4.907248899E-3,3.112142615E-2,5.410370171E-2,6.260858405E-2
1.171706050E1,-4.865242022E-3,1.822939829E-2,1.298456097E-1,1.312092371E-1
1.172704150E1,5.698242987E-4,1.315075345E-2,4.138016045E-2,4.342331971E-2
1.173702350E1,1.964584288E-2,1.256723331E-2,1.210151446E-1,1.232418748E-1
1.174700450E1,1.991782749E-2,-3.721693377E-3,2.281817436E-2,3.051622412E-2
1.175698650E1,-5.792727483E-3,-2.982413457E-2,2.176859915E-2,3.737521376E-2
1.176696750E1,-4.658309973E-3,-4.203424461E-2,8.478755057E-2,9.474970345E-2
1.177694950E1,2.847425230E-2,3.520994552E-2,8.613708794E-2,9.731454787E-2
1.178693050E1,1.977683422E-2,5.669740780E-2,-3.002018988E-2,6.713368025E-2
1.179691250E1,1.195920282E-2,-2.504139082E-2,-5.352248847E-2,6.028889250E-2
1.180689350E1,-8.655103426E-3,-3.002648934E-2,6.607353687E-5,3.124908388E-2
1.181687550E1,-1.201221948E-3,-2.587365517E-3,2.745910943E-2,2.760688474E-2
1.182685650E1,2.187488143E-2,-1.472680648E-2,1.219085991E-2,2.905178707E-2
1.183683750E1,-4.636928236E-3,-1.122678653E-2,-9.633463204E-2,9.709739013E-2
1.184681950E1,-1.679806157E-2,-3.551617973E-2,-1.505424142E-2,4.207379327E-2
1.185680050E1,-1.207185080E-2,-2.573637351E-2,1.772817314E-2,3.350191974E-2
1.186678250E1,3.376005302E-3,-3.036315192E-2,-6.011054635E-2,6.742845237E-2
1.187676350E1,1.630612572E-2,-2.571282933E-2,-1.295859933E-2,3.309024970E-2
1.188674550E1,-1.583922441E-2,1.542038675E-3,-3.226785958E-2,3.597879480E-2
1.189672650E1,-5.004884495E-2,-1.102461905E-2,1.428474784E-2,5.320228498E-2
1.190670850E1,-1.006754747E-2,-4.054757176E-2,-4.828747630E-2,6.385249764E-2
1.191668950E1,5.867530730E-3,-1.774986265E-2,-1.894965649E-2,2.661907252E-2
1.192667150E1,-7.196530328E-3,-1.725442076E-2,-4.529604077E-2,4.900241213E-2
1.193665250E1,-3.008963927E-2,7.208100278E-3,-6.076426506E-3,3.153198472E-2
