"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.123695417E0,-8.741821289E-2,1.422042847E-1,9.811347198E0,9.812767084E0
3.133677417E0,-9.654922485E-2,1.420545959E-1,9.808952179E0,9.810455856E0
3.143658417E0,-1.013392639E-1,1.365161133E-1,9.801617432E0,9.803091888E0
3.153639417E0,-1.005908203E-1,1.425036621E-1,9.807305603E0,9.808856661E0
3.163620417E0,-8.921447754E-2,1.423539734E-1,9.804611206E0,9.806050417E0
3.173602417E0,-1.004411316E-1,1.375639343E-1,9.808652802E0,9.810131601E0
3.183583417E0,-9.909393311E-2,1.417552185E-1,9.804461517E0,9.805986936E0
3.193564417E0,-9.894424438E-2,1.347198486E-1,9.797276459E0,9.798702231E0
3.203545417E0,-1.017883301E-1,1.372645569E-1,9.806407471E0,9.807896304E0
3.213526417E0,-9.415420532E-2,1.381626892E-1,9.808503113E0,9.809927994E0
3.223508417E0,-1.007405090E-1,1.368154907E-1,9.805509338E0,9.806981213E0
3.233489417E0,-9.490264893E-2,1.339714050E-1,9.808802490E0,9.810176407E0
3.243470417E0,-1.011895752E-1,1.469943237E-1,9.815538483E0,9.817160606E0
3.253451417E0,-1.013392639E-1,1.374142456E-1,9.807455292E0,9.808941412E0
3.263433417E0,-9.654922485E-2,1.354682922E-1,9.811945953E0,9.813356042E0
3.273414417E0,-9.565109253E-2,1.453477478E-1,9.819729767E0,9.821271190E0
3.283395417E0,-9.400451660E-2,1.407073975E-1,9.811047821E0,9.812507058E0
3.293376417E0,-9.340576172E-2,1.398092651E-1,9.817185059E0,9.818624840E0
3.303358417E0,-9.071136475E-2,1.411564636E-1,9.810748444E0,9.812183178E0
3.313339417E0,-9.400451660E-2,1.363664246E-1,9.802814941E0,9.804214065E0
3.323320417E0,-9.849517822E-2,1.386117554E-1,9.814939728E0,9.816412602E0
3.333301417E0,-9.999206543E-2,1.405577087E-1,9.826016693E0,9.827530663E0
3.343282417E0,-9.789642334E-2,1.356179810E-1,9.796378326E0,9.797806094E0
3.353264417E0,-9.939331055E-2,1.429527283E-1,9.816137238E0,9.817681232E0
3.363245417E0,-9.205856323E-2,1.339714050E-1,9.815688171E0,9.817034043E0
3.373226417E0,-9.610015869E-2,1.288819885E-1,9.813143463E0,9.814460272E0
3.383207417E0,-9.475296021E-2,1.333726501E-1,9.814340973E0,9.815704515E0
3.393189417E0,-9.924362183E-2,1.386117554E-1,9.803862762E0,9.805344848E0
3.403170417E0,-1.028361511E-1,1.336720276E-1,9.812395020E0,9.813844278E0
3.413151417E0,-9.759704590E-2,1.448986816E-1,9.805958405E0,9.807514519E0
3.423132417E0,-9.295669556E-2,1.392105103E-1,9.818232880E0,9.819659739E0
3.433114417E0,-9.909393311E-2,1.386117554E-1,9.809700623E0,9.811180313E0
3.443095417E0,-9.565109253E-2,1.460961914E-1,9.820328522E0,9.821880955E0
3.453076417E0,-1.016386414E-1,1.411564636E-1,9.807155914E0,9.808698318E0
3.463057417E0,-9.086105347E-2,1.368154907E-1,9.817933502E0,9.819307127E0
3.473038417E0,-9.355545044E-2,1.408570862E-1,9.814340973E0,9.815797577E0
3.483020417E0,-9.924362183E-2,1.333726501E-1,9.812694397E0,9.814102551E0
3.493001417E0,-9.445358276E-2,1.426533508E-1,9.801168365E0,9.802661515E0
3.502982417E0,-1.016386414E-1,1.492396545E-1,9.811945953E0,9.813607200E0
3.512963417E0,-9.505233765E-2,1.372645569E-1,9.815987549E0,9.817407400E0
3.522945417E0,-8.786727905E-2,1.377136230E-1,9.805209961E0,9.806570658E0
3.532926417E0,-9.205856323E-2,1.525328064E-1,9.815688171E0,9.817304891E0
3.542907417E0,-9.460327148E-2,1.468446350E-1,9.804910583E0,9.806466472E0
3.552888417E0,-9.939331055E-2,1.357676697E-1,9.797875214E0,9.799319905E0
3.562869417E0,-9.864486694E-2,1.401086426E-1,9.816436615E0,9.817932015E0
3.572851417E0,-9.205856323E-2,1.425036621E-1,9.806557159E0,9.808024541E0
3.582832417E0,-9.385482788E-2,1.429527283E-1,9.809550934E0,9.811041419E0
3.592813417E0,-9.220825195E-2,1.333726501E-1,9.821226654E0,9.822565022E0
3.602794417E0,-9.595046997E-2,1.401086426E-1,9.807006226E0,9.808476336E0
3.612776417E0,-1.032852173E-1,1.375639343E-1,9.812095642E0,9.813603444E0
3.622757417E0,-9.639953613E-2,1.489402771E-1,9.807604980E0,9.809209526E0
3.632738417E0,-9.939331055E-2,1.422042847E-1,9.814790039E0,9.816323375E0
3.642719417E0,-9.400451660E-2,1.398092651E-1,9.803563385E0,9.805010889E0
3.652701417E0,-9.639953613E-2,1.308279419E-1,9.821825409E0,9.823169712E0
3.662682417E0,-9.265731812E-2,1.411564636E-1,9.824220428E0,9.825671354E0
3.672663417E0,-9.250762939E-2,1.401086426E-1,9.810598755E0,9.812035264E0
3.682644417E0,-1.002914429E-1,1.420545959E-1,9.817634125E0,9.819173982E0
3.692625417E0,-9.744735718E-2,1.505868530E-1,9.799671478E0,9.801312844E0
3.702607417E0,-9.729766846E-2,1.336720276E-1,9.807155914E0,9.808549443E0
3.712588417E0,-9.116043091E-2,1.478924561E-1,9.814790039E0,9.816327517E0
3.722569417E0,-9.699829102E-2,1.463955688E-1,9.811197510E0,9.812769074E0
3.732550417E0,-9.475296021E-2,1.386117554E-1,9.814191284E0,9.815627433E0
3.742532417E0,-9.654922485E-2,1.438508606E-1,9.803713074E0,9.805243743E0
3.752513417E0,-9.759704590E-2,1.374142456E-1,9.808203735E0,9.809651797E0
3.762494417E0,-8.681945801E-2,1.404080200E-1,9.808802490E0,9.810191554E0
3.772475417E0,-9.520202637E-2,1.535806274E-1,9.804611206E0,9.806276120E0
3.782456417E0,-9.909393311E-2,1.460961914E-1,9.809401245E0,9.810989578E0
3.792438417E0,-9.400451660E-2,1.362167358E-1,9.799970856E0,9.801368304E0
3.802419417E0,-9.699829102E-2,1.354682922E-1,9.803862762E0,9.805278445E0
3.812400417E0,-9.370513916E-2,1.423539734E-1,9.807155914E0,9.808636625E0
3.822381417E0,-9.265731812E-2,1.380130005E-1,9.802365875E0,9.803775279E0
3.832363417E0,-1.013392639E-1,1.390608215E-1,9.814640350E0,9.816148571E0
3.842344417E0,-9.160949707E-2,1.383123779E-1,9.810598755E0,9.812001353E0
3.852325417E0,-9.610015869E-2,1.338217163E-1,9.806108093E0,9.807492005E0
3.862306417E0,-8.921447754E-2,1.396595764E-1,9.804461517E0,9.805862005E0
3.872287417E0,-8.951385498E-2,1.481918335E-1,9.807455292E0,9.808983273E0
3.882269417E0,-9.460327148E-2,1.390608215E-1,9.808952179E0,9.810394005E0
3.892250417E0,-9.804611206E-2,1.444496155E-1,9.809401245E0,9.810954669E0
3.902230917E0,-1.010398865E-1,1.341210938E-1,9.820777588E0,9.822213089E0
3.912211917E0,-9.684860229E-2,1.392105103E-1,9.821526031E0,9.822990013E0
3.922193917E0,-9.819580078E-2,1.369651794E-1,9.817783813E0,9.819230157E0
3.932174917E0,-9.071136475E-2,1.440005493E-1,9.816735992E0,9.818211154E0
3.942155917E0,-9.729766846E-2,1.422042847E-1,9.816885681E0,9.818397699E0
3.952136917E0,-9.834548950E-2,1.444496155E-1,9.799521790E0,9.801079779E0
3.962117917E0,-9.774673462E-2,1.471440125E-1,9.811945953E0,9.813536018E0
3.972099917E0,-9.460327148E-2,1.401086426E-1,9.808353424E0,9.809810248E0
3.982080917E0,-9.864486694E-2,1.368154907E-1,9.805659027E0,9.807109576E0
3.992061917E0,-9.340576172E-2,1.380130005E-1,9.813293152E0,9.814708081E0
4.002042917E0,-1.022373962E-1,1.396595764E-1,9.821076965E0,9.822602000E0
4.012023917E0,-9.340576172E-2,1.357676697E-1,9.798773346E0,9.800159008E0
4.022005917E0,-9.580078125E-2,1.387614441E-1,9.802814941E0,9.804265057E0
4.031986917E0,-1.031355286E-1,1.410067749E-1,9.814939728E0,9.816494370E0
4.041967917E0,-1.001417542E-1,1.360670471E-1,9.815239105E0,9.816692992E0
4.051948917E0,-9.445358276E-2,1.486408997E-1,9.815688171E0,9.817267943E0
4.061930917E0,-9.580078125E-2,1.435514832E-1,9.813143463E0,9.814660944E0
4.071911917E0,-9.520202637E-2,1.420545959E-1,9.808503113E0,9.809993693E0
4.081892917E0,-1.004411316E-1,1.324745178E-1,9.807754669E0,9.809163551E0
4.091873917E0,-9.565109253E-2,1.315763855E-1,9.804760895E0,9.806110222E0
4.101854917E0,-9.086105347E-2,1.440005493E-1,9.807006226E0,9.808484235E0
4.111836917E0,-9.984237671E-2,1.416055298E-1,9.811496887E0,9.813026638E0
4.121817917E0,-9.610015869E-2,1.366658020E-1,9.813742218E0,9.815164242E0
4.131798917E0,-9.550140381E-2,1.413061523E-1,9.802066498E0,9.803550152E0
4.141779917E0,-9.520202637E-2,1.338217163E-1,9.815089417E0,9.816463311E0
4.151761917E0,-9.280700684E-2,1.425036621E-1,9.804012451E0,9.805487269E0
4.161742917E0,-9.355545044E-2,1.408570862E-1,9.804760895E0,9.806218922E0
4.171723917E0,-9.699829102E-2,1.362167358E-1,9.808802490E0,9.810227824E0
4.181704917E0,-9.460327148E-2,1.360670471E-1,9.797126770E0,9.798528306E0
4.191685917E0,-9.969268799E-2,1.401086426E-1,9.811796265E0,9.813302961E0
4.201667917E0,-9.819580078E-2,1.444496155E-1,9.803114319E0,9.804670237E0
4.211648917E0,-9.744735718E-2,1.416055298E-1,9.812844086E0,9.814349554E0
4.221629917E0,-1.010398865E-1,1.387614441E-1,9.812694397E0,9.814195592E0
4.231610917E0,-9.759704590E-2,1.398092651E-1,9.806407471E0,9.807889645E0
4.241591917E0,-9.684860229E-2,1.377136230E-1,9.817634125E0,9.819077579E0
4.251573917E0,-9.041198730E-2,1.410067749E-1,9.815987549E0,9.817416605E0
4.261554917E0,-9.669891357E-2,1.395098877E-1,9.801916809E0,9.803386498E0
4.271535917E0,-9.834548950E-2,1.422042847E-1,9.814790039E0,9.816312821E0
4.281516917E0,-9.714797974E-2,1.414558411E-1,9.807604980E0,9.809106123E0
4.291498917E0,-1.052311707E-1,1.387614441E-1,9.808353424E0,9.809899349E0
4.301479917E0,-9.849517822E-2,1.333726501E-1,9.800120544E0,9.801522956E0
4.311460917E0,-9.160949707E-2,1.434017944E-1,9.811646576E0,9.813122077E0
4.321441917E0,-9.639953613E-2,1.372645569E-1,9.808503113E0,9.809937194E0
4.331422917E0,-9.819580078E-2,1.402583313E-1,9.807604980E0,9.809099361E0
4.341404917E0,-9.460327148E-2,1.465452576E-1,9.815837860E0,9.817387544E0
4.351385917E0,-1.004411316E-1,1.428030396E-1,9.804162140E0,9.805716516E0
4.361366917E0,-1.001417542E-1,1.437011719E-1,9.809401245E0,9.810964845E0
4.371347917E0,-9.729766846E-2,1.413061523E-1,9.812694397E0,9.814194088E0
4.381328917E0,-9.011260986E-2,1.405577087E-1,9.819430389E0,9.820849756E0
4.391310917E0,-9.355545044E-2,1.405577087E-1,9.811047821E0,9.812500621E0
4.401291917E0,-9.624984741E-2,1.410067749E-1,9.807604980E0,9.809090804E0
4.411272917E0,-9.984237671E-2,1.414558411E-1,9.812095642E0,9.813623141E0
4.421253917E0,-9.475296021E-2,1.354682922E-1,9.804012451E0,9.805406158E0
4.431234917E0,-8.861572266E-2,1.389111328E-1,9.804311829E0,9.805696277E0
4.441216917E0,-9.684860229E-2,1.345701599E-1,9.797725525E0,9.799128239E0
4.451197917E0,-9.639953613E-2,1.375639343E-1,9.812395020E0,9.813832724E0
4.461178917E0,-9.550140381E-2,1.432521057E-1,9.807904358E0,9.809415354E0
4.471159917E0,-9.954299927E-2,1.284329224E-1,9.806257782E0,9.807603964E0
4.481141917E0,-9.909393311E-2,1.399589539E-1,9.810149689E0,9.811648436E0
4.491122917E0,-9.445358276E-2,1.396595764E-1,9.805958405E0,9.807407736E0
4.501103917E0,-9.160949707E-2,1.380130005E-1,9.805958405E0,9.807357448E0
4.511084917E0,-9.505233765E-2,1.338217163E-1,9.804760895E0,9.806134784E0
4.521065917E0,-1.035845947E-1,1.453477478E-1,9.813442841E0,9.815065773E0
4.531047917E0,-9.654922485E-2,1.387614441E-1,9.822424164E0,9.823878712E0
4.541028917E0,-1.004411316E-1,1.395098877E-1,9.809101868E0,9.810608079E0
4.551009917E0,-9.520202637E-2,1.380130005E-1,9.810149689E0,9.811582336E0
4.560990917E0,-9.969268799E-2,1.465452576E-1,9.807455292E0,9.809056705E0
4.570971917E0,-9.505233765E-2,1.332229614E-1,9.812395020E0,9.813759694E0
4.580953917E0,-8.801696777E-2,1.279838562E-1,9.803264008E0,9.804494482E0
4.590934917E0,-9.550140381E-2,1.360670471E-1,9.807754669E0,9.809163390E0
4.600915917E0,-9.819580078E-2,1.389111328E-1,9.815538483E0,9.817012500E0
4.610896917E0,-9.624984741E-2,1.451980591E-1,9.809850311E0,9.811396926E0
4.620878917E0,-8.921447754E-2,1.457968140E-1,9.801916809E0,9.803407013E0
4.630859917E0,-9.460327148E-2,1.359173584E-1,9.805808716E0,9.807206936E0
4.640840917E0,-9.610015869E-2,1.401086426E-1,9.803264008E0,9.804736145E0
4.650821917E0,-9.909393311E-2,1.484912109E-1,9.804760895E0,9.806385953E0
4.660802917E0,-9.071136475E-2,1.442999268E-1,9.809550934E0,9.811031574E0
4.670784917E0,-8.831634521E-2,1.450483704E-1,9.812095642E0,9.813565086E0
4.680765917E0,-9.101074219E-2,1.419049072E-1,9.819430389E0,9.820877411E0
4.690746917E0,-9.595046997E-2,1.390608215E-1,9.814041595E0,9.815495751E0
4.700727917E0,-1.005908203E-1,1.359173584E-1,9.812844086E0,9.814300846E0
4.710708917E0,-9.909393311E-2,1.375639343E-1,9.813442841E0,9.814907225E0
4.720690917E0,-9.370513916E-2,1.471440125E-1,9.811347198E0,9.812897934E0
4.730671917E0,-9.879455566E-2,1.378633118E-1,9.816885681E0,9.818350734E0
4.740652917E0,-9.624984741E-2,1.347198486E-1,9.811646576E0,9.813043463E0
4.750633917E0,-9.714797974E-2,1.360670471E-1,9.816586304E0,9.818009912E0
4.760614917E0,-9.849517822E-2,1.371148682E-1,9.804162140E0,9.805615588E0
4.770596917E0,-9.879455566E-2,1.435514832E-1,9.806108093E0,9.807656363E0
4.780577917E0,-9.699829102E-2,1.451980591E-1,9.814640350E0,9.816193578E0
4.790558917E0,-9.610015869E-2,1.365161133E-1,9.808503113E0,9.809923812E0
4.800539917E0,-9.864486694E-2,1.344204712E-1,9.814640350E0,9.816056483E0
4.810520917E0,-8.966354370E-2,1.471440125E-1,9.813592529E0,9.815105157E0
4.820502917E0,-9.774673462E-2,1.363664246E-1,9.811496887E0,9.812931335E0
4.830483917E0,-9.894424438E-2,1.363664246E-1,9.816735992E0,9.818181670E0
4.840464917E0,-9.250762939E-2,1.417552185E-1,9.801018677E0,9.802480263E0
4.850445917E0,-9.909393311E-2,1.329235840E-1,9.806557159E0,9.807958585E0
4.860427917E0,-9.430389404E-2,1.371148682E-1,9.806257782E0,9.807669723E0
4.870408917E0,-9.864486694E-2,1.428030396E-1,9.807754669E0,9.809290248E0
4.880389917E0,-9.116043091E-2,1.428030396E-1,9.810149689E0,9.811612500E0
4.890370917E0,-9.924362183E-2,1.419049072E-1,9.819729767E0,9.821256487E0
4.900351917E0,-9.400451660E-2,1.457968140E-1,9.815987549E0,9.817520314E0
4.910333500E0,-9.729766846E-2,1.441502380E-1,9.807155914E0,9.808697837E0
4.920314500E0,-1.013392639E-1,1.422042847E-1,9.804611206E0,9.806166050E0
4.930295500E0,-9.160949707E-2,1.414558411E-1,9.812395020E0,9.813842167E0
4.940276500E0,-9.355545044E-2,1.434017944E-1,9.816286926E0,9.817780081E0
4.950257500E0,-9.400451660E-2,1.428030396E-1,9.809101868E0,9.810591675E0
4.960239500E0,-9.370513916E-2,1.363664246E-1,9.811796265E0,9.813191244E0
4.970220500E0,-9.400451660E-2,1.411564636E-1,9.800120544E0,9.801587865E0
4.980201500E0,-9.445358276E-2,1.362167358E-1,9.804311829E0,9.805712973E0
4.990182500E0,-9.116043091E-2,1.410067749E-1,9.797875214E0,9.799313845E0
5.000163500E0,-9.759704590E-2,1.315763855E-1,9.807455292E0,9.808823417E0
5.010145500E0,-9.729766846E-2,1.371148682E-1,9.814790039E0,9.816229971E0
5.020126500E0,-9.879455566E-2,1.381626892E-1,9.812245331E0,9.813715287E0
5.030107500E0,-1.020877075E-1,1.402583313E-1,9.811047821E0,9.812581396E0
5.040088500E0,-9.924362183E-2,1.338217163E-1,9.815688171E0,9.817102008E0
5.050069500E0,-9.595046997E-2,1.353186035E-1,9.808802490E0,9.810205090E0
5.060051500E0,-9.370513916E-2,1.345701599E-1,9.804760895E0,9.806132060E0
5.070032500E0,-8.741821289E-2,1.353186035E-1,9.809401245E0,9.810724023E0
5.080013500E0,-8.861572266E-2,1.351689148E-1,9.808952179E0,9.810283698E0
5.089994500E0,-9.954299927E-2,1.312770081E-1,9.817484436E0,9.818866692E0
5.099975500E0,-1.010398865E-1,1.372645569E-1,9.809101868E0,9.810582555E0
5.109957500E0,-9.864486694E-2,1.459465027E-1,9.812694397E0,9.814275445E0
5.119938500E0,-1.043330383E-1,1.462458801E-1,9.823172607E0,9.824815180E0
5.129919500E0,-9.849517822E-2,1.435514832E-1,9.809850311E0,9.811394980E0
5.139900500E0,-9.385482788E-2,1.384620667E-1,9.810598755E0,9.812024684E0
5.149882500E0,-9.460327148E-2,1.324745178E-1,9.807604980E0,9.808955843E0
5.159863500E0,-9.639953613E-2,1.378633118E-1,9.797276459E0,9.798720589E0
5.169844500E0,-9.011260986E-2,1.372645569E-1,9.818083191E0,9.819456165E0
5.179825500E0,-9.131011963E-2,1.454974365E-1,9.811646576E0,9.813150135E0
5.189806500E0,-9.400451660E-2,1.383123779E-1,9.814191284E0,9.815616014E0
5.199788500E0,-9.894424438E-2,1.472937012E-1,9.808802490E0,9.810407315E0
5.209769500E0,-9.759704590E-2,1.432521057E-1,9.812694397E0,9.814225271E0
5.219750500E0,-9.834548950E-2,1.428030396E-1,9.811945953E0,9.813477872E0
5.229731500E0,-9.430389404E-2,1.431024170E-1,9.808802490E0,9.810299578E0
5.239712500E0,-8.951385498E-2,1.354682922E-1,9.803862762E0,9.805207262E0
5.249694500E0,-9.535171509E-2,1.428030396E-1,9.806856537E0,9.808359689E0
5.259675500E0,-9.340576172E-2,1.393601990E-1,9.811347198E0,9.812781448E0
5.269656500E0,-9.175918579E-2,1.407073975E-1,9.813442841E0,9.814880473E0
5.279637500E0,-8.861572266E-2,1.411564636E-1,9.814041595E0,9.815456705E0
5.289618500E0,-9.280700684E-2,1.465452576E-1,9.808952179E0,9.810485793E0
5.299600500E0,-9.430389404E-2,1.384620667E-1,9.805359650E0,9.806790649E0
5.309581500E0,-9.954299927E-2,1.426533508E-1,9.811347198E0,9.812889108E0
5.319562500E0,-9.714797974E-2,1.428030396E-1,9.822124786E0,9.823643202E0
5.329543500E0,-1.008901978E-1,1.365161133E-1,9.814340973E0,9.815808892E0
5.339524500E0,-9.400451660E-2,1.428030396E-1,9.812844086E0,9.814333325E0
5.349506500E0,-9.595046997E-2,1.408570862E-1,9.811197510E0,9.812677707E0
5.359487500E0,-9.250762939E-2,1.345701599E-1,9.804910583E0,9.806270358E0
5.369468500E0,-9.744735718E-2,1.442999268E-1,9.806407471E0,9.807953198E0
5.379449500E0,-9.220825195E-2,1.453477478E-1,9.802814941E0,9.804326040E0
5.389430500E0,-9.924362183E-2,1.440005493E-1,9.810299377E0,9.811858098E0
5.399412500E0,-1.007405090E-1,1.432521057E-1,9.807604980E0,9.809168429E0
5.409393500E0,-9.759704590E-2,1.417552185E-1,9.802964630E0,9.804475267E0
5.419374500E0,-9.849517822E-2,1.463955688E-1,9.800419922E0,9.802008142E0
5.429355500E0,-8.622070312E-2,1.434017944E-1,9.809251556E0,9.810678579E0
5.439336500E0,-9.056167603E-2,1.383123779E-1,9.810000000E0,9.811392956E0
5.449318500E0,-1.005908203E-1,1.454974365E-1,9.810299377E0,9.811893899E0
5.459299500E0,-9.505233765E-2,1.414558411E-1,9.810598755E0,9.812078915E0
5.469280500E0,-8.966354370E-2,1.434017944E-1,9.804461517E0,9.805920113E0
5.479261500E0,-9.430389404E-2,1.354682922E-1,9.812694397E0,9.814082546E0
5.489242500E0,-9.505233765E-2,1.375639343E-1,9.823771362E0,9.825194276E0
5.499224500E0,-9.415420532E-2,1.323248291E-1,9.804311829E0,9.805656801E0
5.509205500E0,-9.639953613E-2,1.387614441E-1,9.807604980E0,9.809060254E0
5.519186500E0,-8.846603394E-2,1.425036621E-1,9.808652802E0,9.810086815E0
5.529167500E0,-9.041198730E-2,1.398092651E-1,9.810898132E0,9.812310794E0
5.539148500E0,-8.711883545E-2,1.386117554E-1,9.804611206E0,9.805977963E0
5.549130500E0,-9.235794067E-2,1.369651794E-1,9.811646576E0,9.813037144E0
5.559111500E0,-9.954299927E-2,1.302291870E-1,9.812694397E0,9.814063367E0
5.569092500E0,-9.505233765E-2,1.407073975E-1,9.799072723E0,9.800543850E0
5.579073500E0,-1.041833496E-1,1.369651794E-1,9.803862762E0,9.805372950E0
5.589054500E0,-1.016386414E-1,1.351689148E-1,9.809850311E0,9.811307975E0
5.599036500E0,-9.774673462E-2,1.348695374E-1,9.814490662E0,9.815903991E0
5.609017500E0,-9.265731812E-2,1.396595764E-1,9.808054047E0,9.809485937E0
5.618998500E0,-9.729766846E-2,1.417552185E-1,9.807904358E0,9.809411260E0
5.628979500E0,-9.595046997E-2,1.395098877E-1,9.809700623E0,9.811161797E0
5.638960500E0,-9.849517822E-2,1.375639343E-1,9.791288910E0,9.792750566E0
5.648942500E0,-9.041198730E-2,1.362167358E-1,9.802066498E0,9.803429857E0
5.658923500E0,-9.385482788E-2,1.357676697E-1,9.818532257E0,9.819919413E0
5.668904500E0,-9.505233765E-2,1.398092651E-1,9.818083191E0,9.819538641E0
5.678885500E0,-9.595046997E-2,1.408570862E-1,9.808503113E0,9.809983717E0
5.688866500E0,-9.295669556E-2,1.419049072E-1,9.807455292E0,9.808922329E0
5.698848500E0,-9.999206543E-2,1.459465027E-1,9.807904358E0,9.809499818E0
5.708829500E0,-9.550140381E-2,1.445993042E-1,9.797276459E0,9.798808881E0
5.718810500E0,-9.445358276E-2,1.429527283E-1,9.816735992E0,9.818231129E0
5.728791500E0,-8.277786255E-2,1.396595764E-1,9.813742218E0,9.815084987E0
5.738772500E0,-9.415420532E-2,1.338217163E-1,9.807006226E0,9.808371138E0
5.748754500E0,-9.999206543E-2,1.404080200E-1,9.811496887E0,9.813010954E0
5.758735500E0,-9.654922485E-2,1.374142456E-1,9.804611206E0,9.806049425E0
5.768716500E0,-9.834548950E-2,1.496887207E-1,9.811496887E0,9.813131494E0
5.778697500E0,-9.639953613E-2,1.431024170E-1,9.798623657E0,9.800142690E0
5.788678500E0,-9.699829102E-2,1.359173584E-1,9.811496887E0,9.812917678E0
5.798660500E0,-9.535171509E-2,1.356179810E-1,9.813293152E0,9.814693407E0
5.808641500E0,-9.834548950E-2,1.381626892E-1,9.805659027E0,9.807125457E0
5.818622500E0,-9.789642334E-2,1.269360352E-1,9.811646576E0,9.812955977E0
5.828603500E0,-9.834548950E-2,1.405577087E-1,9.797875214E0,9.799376868E0
5.838584500E0,-9.565109253E-2,1.454974365E-1,9.812694397E0,9.814239143E0
5.848566500E0,-9.475296021E-2,1.395098877E-1,9.803563385E0,9.805013828E0
5.858547500E0,-9.250762939E-2,1.380130005E-1,9.812544708E0,9.813951238E0
5.868528500E0,-9.041198730E-2,1.402583313E-1,9.794432373E0,9.795853829E0
5.878509500E0,-9.954299927E-2,1.447489929E-1,9.813143463E0,9.814715773E0
5.888490500E0,-9.295669556E-2,1.423539734E-1,9.811047821E0,9.812520825E0
5.898472500E0,-1.025367737E-1,1.299298096E-1,9.810748444E0,9.812144545E0
5.908453375E0,-9.789642334E-2,1.372645569E-1,9.809700623E0,9.811149350E0
5.918434375E0,-9.804611206E-2,1.396595764E-1,9.809700623E0,9.811184645E0
5.928415375E0,-9.026229858E-2,1.366658020E-1,9.811347198E0,9.812714134E0
5.938396375E0,-9.415420532E-2,1.419049072E-1,9.807305603E0,9.808784084E0
5.948378375E0,-9.116043091E-2,1.411564636E-1,9.802216187E0,9.803656335E0
5.958359375E0,-1.008901978E-1,1.469943237E-1,9.801767120E0,9.803388437E0
5.968340375E0,-9.924362183E-2,1.357676697E-1,9.809101868E0,9.810543390E0
5.978321375E0,-9.834548950E-2,1.398092651E-1,9.798174591E0,9.799665493E0
5.988302375E0,-1.022373962E-1,1.435514832E-1,9.813891907E0,9.815474205E0
5.998283375E0,-9.190887451E-2,1.474433899E-1,9.796078949E0,9.797619587E0
6.008265375E0,-9.265731812E-2,1.420545959E-1,9.810299377E0,9.811765323E0
6.018246375E0,-1.019380188E-1,1.408570862E-1,9.810000000E0,9.811540760E0
6.028227375E0,-9.550140381E-2,1.345701599E-1,9.807455292E0,9.808843405E0
6.038208375E0,-8.936416626E-2,1.404080200E-1,9.813592529E0,9.815003754E0
6.048189375E0,-1.019380188E-1,1.428030396E-1,9.812395020E0,9.813963526E0
6.058171375E0,-9.804611206E-2,1.339714050E-1,9.807006226E0,9.808411313E0
6.068152375E0,-9.086105347E-2,1.428030396E-1,9.804162140E0,9.805623066E0
6.078133375E0,-9.669891357E-2,1.416055298E-1,9.808203735E0,9.809702509E0
6.088114375E0,-9.116043091E-2,1.422042847E-1,9.817185059E0,9.818638132E0
6.098095375E0,-9.595046997E-2,1.408570862E-1,9.809251556E0,9.810732048E0
6.108077375E0,-1.017883301E-1,1.441502380E-1,9.814041595E0,9.815627977E0
6.118058375E0,-9.475296021E-2,1.411564636E-1,9.815089417E0,9.816561696E0
